Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time
94.29,2015-04-17 00:00:00,call,AAPL150417C00094290,36.25,34.55,34.65,0.0,0.00%,1,2091,43.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
94.29,2015-04-17 00:00:00,put,AAPL150417P00094290,0.07,0.09,0.1,0.0,0.00%,7,2636,38.97%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
94.29,2016-01-15 00:00:00,call,AAPL160115C00094290,36.15,35.8,36.3,0.0,0.00%,11,5438,28.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
94.29,2016-01-15 00:00:00,put,AAPL160115P00094290,2.5,2.4,2.54,0.03,+1.42%,22,6066,31.79%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-02-27 00:00:00,call,AAPL150227C00095000,33.97,33.65,33.8,0.0,0.00%,2,12,150.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-02-27 00:00:00,put,AAPL150227P00095000,0.01,0.0,0.01,0.0,0.00%,2369,7466,112.50%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-06 00:00:00,call,AAPL150306C00095000,33.5,33.65,33.85,0.0,0.00%,15,63,71.09%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-06 00:00:00,put,AAPL150306P00095000,0.01,0.01,0.02,0.0,0.00%,2068,729,68.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-13 00:00:00,put,AAPL150313P00095000,0.03,0.02,0.04,0.0,0.00%,15,85,57.03%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-20 00:00:00,call,AAPL150320C00095000,33.8,33.8,33.95,0.0,0.00%,33,892,59.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-20 00:00:00,put,AAPL150320P00095000,0.04,0.04,0.05,-0.01,-25.00%,1092,23122,50.39%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-27 00:00:00,call,AAPL150327C00095000,33.66,33.75,33.95,0.0,0.00%,5,5,50.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-03-27 00:00:00,put,AAPL150327P00095000,0.05,0.05,0.07,0.0,0.00%,368,386,47.07%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-04-17 00:00:00,call,AAPL150417C00095000,33.8,33.85,33.95,-0.6,-1.61%,101,15170,43.21%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-04-17 00:00:00,put,AAPL150417P00095000,0.1,0.09,0.1,0.0,0.00%,419,20012,38.18%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-05-15 00:00:00,call,AAPL150515C00095000,35.65,33.9,34.15,0.0,0.00%,1,361,39.31%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-05-15 00:00:00,put,AAPL150515P00095000,0.28,0.27,0.28,0.0,0.00%,34,5612,36.40%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-07-17 00:00:00,call,AAPL150717C00095000,34.0,34.0,34.4,-1.07,-2.81%,267,4501,32.50%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-07-17 00:00:00,put,AAPL150717P00095000,0.64,0.6,0.7,0.0,0.00%,10,24125,32.86%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-10-16 00:00:00,call,AAPL151016C00095000,34.4,34.5,35.0,0.0,0.00%,15,1444,29.80%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2015-10-16 00:00:00,put,AAPL151016P00095000,1.55,1.44,1.59,0.0,0.00%,58,4930,31.79%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2017-01-20 00:00:00,call,AAPL170120C00095000,38.75,38.2,39.3,0.0,0.00%,73,3039,28.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.0,2017-01-20 00:00:00,put,AAPL170120P00095000,6.8,6.6,7.35,0.0,0.00%,41,6347,32.68%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.71,2015-04-17 00:00:00,call,AAPL150417C00095710,33.1,33.15,33.25,-2.15,-5.76%,10,2272,42.63%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.71,2015-04-17 00:00:00,put,AAPL150417P00095710,0.11,0.1,0.11,0.0,0.00%,20,2119,37.89%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.71,2016-01-15 00:00:00,call,AAPL160115C00095710,34.3,34.55,35.1,0.0,0.00%,83,9327,28.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
95.71,2016-01-15 00:00:00,put,AAPL160115P00095710,2.7,2.59,2.76,0.02,+0.88%,80,10143,31.57%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
96.0,2015-02-27 00:00:00,call,AAPL150227C00096000,33.87,32.65,32.8,0.0,0.00%,3,35,146.48%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
96.0,2015-02-27 00:00:00,put,AAPL150227P00096000,0.01,0.0,0.01,0.0,0.00%,1,480,109.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
96.0,2015-03-06 00:00:00,call,AAPL150306C00096000,30.05,32.65,32.85,0.0,0.00%,43,43,68.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
96.0,2015-03-06 00:00:00,put,AAPL150306P00096000,0.05,0.01,0.02,0.0,0.00%,10,24,66.41%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
96.43,2015-04-17 00:00:00,call,AAPL150417C00096430,32.15,32.45,32.55,0.0,0.00%,23,13141,42.33%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
96.43,2015-04-17 00:00:00,put,AAPL150417P00096430,0.08,0.1,0.11,0.0,0.00%,270,1688,37.01%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.0,2015-02-27 00:00:00,call,AAPL150227C00097000,22.4,31.65,31.8,0.0,0.00%,4,0,141.80%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.0,2015-02-27 00:00:00,put,AAPL150227P00097000,0.01,0.0,0.01,0.0,0.00%,2,255,106.25%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.0,2015-03-06 00:00:00,call,AAPL150306C00097000,23.11,31.7,31.9,0.0,0.00%,27,2,77.73%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.0,2015-03-06 00:00:00,put,AAPL150306P00097000,0.02,0.01,0.02,0.0,0.00%,2,360,64.84%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.14,2015-04-17 00:00:00,call,AAPL150417C00097140,31.75,31.7,31.85,0.0,0.00%,17,1273,41.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.14,2015-04-17 00:00:00,put,AAPL150417P00097140,0.07,0.11,0.12,0.0,0.00%,50,1622,36.72%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.14,2016-01-15 00:00:00,call,AAPL160115C00097140,33.4,33.35,33.85,0.0,0.00%,182,6015,28.41%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.14,2016-01-15 00:00:00,put,AAPL160115P00097140,2.62,2.82,3.0,0.0,0.00%,5,4645,31.37%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-03-20 00:00:00,call,AAPL150320C00097500,31.75,31.2,31.35,0.0,0.00%,66,565,53.32%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-03-20 00:00:00,put,AAPL150320P00097500,0.05,0.04,0.05,0.0,0.00%,55,3986,47.27%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-04-17 00:00:00,call,AAPL150417C00097500,31.75,31.35,31.5,-0.4,-1.16%,23,6612,41.55%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-04-17 00:00:00,put,AAPL150417P00097500,0.09,0.11,0.12,0.0,0.00%,603,5756,36.23%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-05-15 00:00:00,call,AAPL150515C00097500,31.31,31.4,31.75,0.0,0.00%,1,167,38.21%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-05-15 00:00:00,put,AAPL150515P00097500,0.35,0.34,0.36,0.0,0.00%,10,6158,35.45%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-07-17 00:00:00,call,AAPL150717C00097500,31.65,31.55,32.0,0.0,0.00%,48,2816,31.26%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2015-07-17 00:00:00,put,AAPL150717P00097500,0.63,0.75,0.85,0.0,0.00%,21,5478,32.07%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2017-01-20 00:00:00,call,AAPL170120C00097500,38.0,36.25,38.7,0.0,0.00%,23,1062,31.18%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.5,2017-01-20 00:00:00,put,AAPL170120P00097500,7.4,7.25,8.1,0.0,0.00%,20,1437,32.50%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.86,2015-04-17 00:00:00,call,AAPL150417C00097860,34.98,31.0,31.15,0.0,0.00%,10,2297,41.36%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
97.86,2015-04-17 00:00:00,put,AAPL150417P00097860,0.13,0.12,0.13,0.0,0.00%,5,1439,36.33%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.0,2015-02-27 00:00:00,call,AAPL150227C00098000,31.8,30.65,30.85,0.0,0.00%,2,3,117.19%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.0,2015-02-27 00:00:00,put,AAPL150227P00098000,0.01,0.0,0.01,0.0,0.00%,1,1010,103.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.0,2015-03-06 00:00:00,call,AAPL150306C00098000,28.48,30.65,30.85,0.0,0.00%,1,1,64.06%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.0,2015-03-06 00:00:00,put,AAPL150306P00098000,0.02,0.01,0.02,0.0,0.00%,32,383,62.50%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.57,2015-04-17 00:00:00,call,AAPL150417C00098570,33.1,30.3,30.45,-1.1,-3.22%,2,2624,40.72%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.57,2015-04-17 00:00:00,put,AAPL150417P00098570,0.11,0.12,0.14,0.0,0.00%,65,3150,35.89%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.57,2016-01-15 00:00:00,call,AAPL160115C00098570,32.5,32.15,32.7,-1.12,-3.15%,150,10740,28.46%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
98.57,2016-01-15 00:00:00,put,AAPL160115P00098570,3.15,3.1,3.3,0.0,0.00%,45,11740,31.32%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
99.0,2015-02-27 00:00:00,call,AAPL150227C00099000,20.75,29.65,29.8,0.0,0.00%,100,0,132.81%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
99.0,2015-02-27 00:00:00,put,AAPL150227P00099000,0.01,0.0,0.01,0.0,0.00%,14,494,98.44%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
99.0,2015-03-06 00:00:00,call,AAPL150306C00099000,21.31,29.65,29.85,0.0,0.00%,16,7,62.11%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
99.0,2015-03-06 00:00:00,put,AAPL150306P00099000,0.02,0.01,0.03,0.0,0.00%,19,147,62.50%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
99.29,2015-04-17 00:00:00,call,AAPL150417C00099290,29.4,29.6,29.75,0.0,0.00%,25,1861,40.28%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
99.29,2015-04-17 00:00:00,put,AAPL150417P00099290,0.14,0.13,0.15,0.0,0.00%,30,4117,35.45%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-02-27 00:00:00,call,AAPL150227C00100000,28.54,28.65,28.8,0.0,0.00%,146,322,128.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-02-27 00:00:00,put,AAPL150227P00100000,0.01,0.0,0.01,0.0,0.00%,235,1137,93.75%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-06 00:00:00,call,AAPL150306C00100000,28.5,28.7,28.85,0.0,0.00%,15,228,66.02%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-06 00:00:00,put,AAPL150306P00100000,0.02,0.02,0.03,0.0,0.00%,126,388,61.72%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-13 00:00:00,call,AAPL150313C00100000,30.91,28.7,28.85,0.0,0.00%,5,328,50.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-13 00:00:00,put,AAPL150313P00100000,0.03,0.04,0.06,0.0,0.00%,26,406,51.56%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-20 00:00:00,call,AAPL150320C00100000,28.75,28.75,28.9,-1.5,-4.67%,280,4663,51.95%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-20 00:00:00,put,AAPL150320P00100000,0.06,0.06,0.07,0.0,0.00%,198,14495,45.31%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-27 00:00:00,call,AAPL150327C00100000,28.68,28.8,28.95,0.0,0.00%,18,105,47.85%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-03-27 00:00:00,put,AAPL150327P00100000,0.06,0.07,0.1,0.0,0.00%,1,227,41.99%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-04-17 00:00:00,call,AAPL150417C00100000,29.0,28.9,29.0,-1.4,-4.34%,1622,39459,38.33%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-04-17 00:00:00,put,AAPL150417P00100000,0.15,0.14,0.15,0.01,+9.09%,131,12739,34.62%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-05-15 00:00:00,call,AAPL150515C00100000,28.95,29.0,29.3,-0.65,-2.00%,830,2784,36.11%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-05-15 00:00:00,put,AAPL150515P00100000,0.45,0.44,0.45,0.0,0.00%,689,5126,34.30%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-07-17 00:00:00,call,AAPL150717C00100000,29.65,29.55,29.75,-0.42,-1.29%,1056,15640,31.18%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-07-17 00:00:00,put,AAPL150717P00100000,1.0,0.95,1.0,-0.02,-2.56%,156,19230,31.03%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-10-16 00:00:00,call,AAPL151016C00100000,30.4,30.3,30.6,-1.45,-4.26%,366,4917,29.10%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2015-10-16 00:00:00,put,AAPL151016P00100000,2.13,2.08,2.15,0.0,0.00%,192,16094,30.49%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2016-01-15 00:00:00,call,AAPL160115C00100000,31.35,31.35,31.55,-0.88,-2.56%,2611,102878,28.42%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2016-01-15 00:00:00,put,AAPL160115P00100000,3.45,3.35,3.55,-0.05,-1.72%,543,37657,31.04%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2017-01-20 00:00:00,call,AAPL170120C00100000,35.8,35.5,35.85,-0.15,-0.39%,551,59775,28.80%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.0,2017-01-20 00:00:00,put,AAPL170120P00100000,8.55,8.45,8.8,0.3,+3.82%,444,13356,32.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.71,2015-04-17 00:00:00,call,AAPL150417C00100710,27.85,28.2,28.35,0.0,0.00%,101,3041,38.97%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.71,2015-04-17 00:00:00,put,AAPL150417P00100710,0.13,0.16,0.17,0.0,0.00%,160,2930,34.47%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.71,2016-01-15 00:00:00,call,AAPL160115C00100710,30.8,30.65,30.95,0.0,0.00%,20,5722,28.27%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
100.71,2016-01-15 00:00:00,put,AAPL160115P00100710,3.0,3.5,3.7,0.0,0.00%,4,3351,30.97%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.0,2015-02-27 00:00:00,call,AAPL150227C00101000,30.31,27.65,27.8,0.0,0.00%,1,110,123.83%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.0,2015-02-27 00:00:00,put,AAPL150227P00101000,0.01,0.0,0.01,0.0,0.00%,164,474,90.63%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.0,2015-03-06 00:00:00,call,AAPL150306C00101000,27.5,27.7,27.85,0.0,0.00%,4,41,63.87%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.0,2015-03-06 00:00:00,put,AAPL150306P00101000,0.07,0.02,0.03,0.0,0.00%,30,86,59.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.0,2015-03-13 00:00:00,call,AAPL150313C00101000,20.2,27.7,27.9,0.0,0.00%,2,2,51.95%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.0,2015-03-13 00:00:00,put,AAPL150313P00101000,0.03,0.04,0.06,0.0,0.00%,10,508,50.98%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.43,2015-04-17 00:00:00,call,AAPL150417C00101430,27.45,27.5,27.6,0.0,0.00%,24,3429,37.31%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.43,2015-04-17 00:00:00,put,AAPL150417P00101430,0.15,0.16,0.17,0.0,0.00%,6,3107,33.64%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.43,2016-01-15 00:00:00,call,AAPL160115C00101430,30.15,29.85,30.35,0.0,0.00%,2,3502,28.14%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
101.43,2016-01-15 00:00:00,put,AAPL160115P00101430,3.2,3.65,3.85,0.0,0.00%,3,2918,30.88%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.0,2015-02-27 00:00:00,call,AAPL150227C00102000,27.9,26.65,26.8,0.0,0.00%,1,46,119.53%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.0,2015-02-27 00:00:00,put,AAPL150227P00102000,0.01,0.0,0.01,0.0,0.00%,595,1293,87.50%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.0,2015-03-06 00:00:00,call,AAPL150306C00102000,26.65,26.7,26.85,0.0,0.00%,16,46,61.72%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.0,2015-03-06 00:00:00,put,AAPL150306P00102000,0.02,0.02,0.03,0.0,0.00%,8,564,57.03%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.0,2015-03-13 00:00:00,call,AAPL150313C00102000,29.68,26.7,26.9,0.0,0.00%,1,6,50.20%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.0,2015-03-13 00:00:00,put,AAPL150313P00102000,0.09,0.04,0.07,0.0,0.00%,2,400,50.20%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.14,2016-01-15 00:00:00,call,AAPL160115C00102140,29.9,29.3,29.8,0.0,0.00%,10,2759,28.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.14,2016-01-15 00:00:00,put,AAPL160115P00102140,3.6,3.8,4.0,0.0,0.00%,17,4278,30.78%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.86,2015-04-17 00:00:00,call,AAPL150417C00102860,25.9,26.1,26.2,-1.94,-6.48%,73,5485,36.18%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.86,2015-04-17 00:00:00,put,AAPL150417P00102860,0.21,0.19,0.2,0.0,0.00%,90,7303,32.91%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.86,2016-01-15 00:00:00,call,AAPL160115C00102860,31.0,28.7,29.25,0.0,0.00%,1,3010,28.14%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
102.86,2016-01-15 00:00:00,put,AAPL160115P00102860,4.0,3.95,4.15,0.0,0.00%,4,2910,30.66%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.0,2015-02-27 00:00:00,call,AAPL150227C00103000,25.5,25.65,25.8,0.0,0.00%,1,3,114.84%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.0,2015-02-27 00:00:00,put,AAPL150227P00103000,0.01,0.0,0.01,0.0,0.00%,112,521,84.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.0,2015-03-06 00:00:00,call,AAPL150306C00103000,25.65,25.7,25.85,0.0,0.00%,62,46,59.38%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.0,2015-03-06 00:00:00,put,AAPL150306P00103000,0.02,0.02,0.03,0.0,0.00%,5,98,55.08%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.0,2015-03-13 00:00:00,call,AAPL150313C00103000,17.2,25.7,25.9,0.0,0.00%,7,0,55.57%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.0,2015-03-13 00:00:00,put,AAPL150313P00103000,0.04,0.05,0.07,0.0,0.00%,105,134,48.44%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.57,2016-01-15 00:00:00,call,AAPL160115C00103570,30.5,28.25,28.7,-1.46,-4.57%,2,2644,28.10%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
103.57,2016-01-15 00:00:00,put,AAPL160115P00103570,4.15,4.15,4.35,0.0,0.00%,10,2708,30.69%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.0,2015-02-27 00:00:00,call,AAPL150227C00104000,26.3,24.65,24.8,0.0,0.00%,5,59,110.55%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.0,2015-02-27 00:00:00,put,AAPL150227P00104000,0.01,0.0,0.01,0.0,0.00%,6,1544,81.25%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.0,2015-03-06 00:00:00,call,AAPL150306C00104000,25.55,24.7,24.85,0.0,0.00%,5,72,57.03%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.0,2015-03-06 00:00:00,put,AAPL150306P00104000,0.02,0.02,0.03,-0.01,-33.33%,36,1116,53.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.0,2015-03-13 00:00:00,put,AAPL150313P00104000,0.06,0.05,0.07,0.0,0.00%,7,42,46.48%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.29,2015-04-17 00:00:00,call,AAPL150417C00104290,24.35,24.7,24.8,0.0,0.00%,40,6738,34.96%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.29,2015-04-17 00:00:00,put,AAPL150417P00104290,0.22,0.22,0.23,0.0,0.00%,53,4018,31.98%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.29,2016-01-15 00:00:00,call,AAPL160115C00104290,27.95,27.6,28.1,0.0,0.00%,3,2145,27.91%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
104.29,2016-01-15 00:00:00,put,AAPL160115P00104290,3.7,4.3,4.55,0.0,0.00%,158,2164,30.70%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-02-27 00:00:00,call,AAPL150227C00105000,25.0,23.65,23.8,0.0,0.00%,5,203,106.25%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-02-27 00:00:00,put,AAPL150227P00105000,0.01,0.0,0.01,0.0,0.00%,1,6960,78.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-06 00:00:00,call,AAPL150306C00105000,23.65,23.7,23.85,0.0,0.00%,44,461,54.69%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-06 00:00:00,put,AAPL150306P00105000,0.02,0.03,0.04,0.0,0.00%,5,1373,53.13%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-13 00:00:00,call,AAPL150313C00105000,22.15,23.7,23.9,0.0,0.00%,3,45,51.47%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-13 00:00:00,put,AAPL150313P00105000,0.04,0.06,0.08,0.0,0.00%,50,348,45.51%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-20 00:00:00,call,AAPL150320C00105000,23.9,23.8,23.9,-1.95,-6.96%,2730,14303,43.36%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-20 00:00:00,put,AAPL150320P00105000,0.1,0.09,0.1,0.01,+16.67%,620,18687,39.65%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-27 00:00:00,call,AAPL150327C00105000,27.83,23.85,24.0,0.0,0.00%,72,3,41.60%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-03-27 00:00:00,put,AAPL150327P00105000,0.14,0.12,0.14,0.0,0.00%,14,1909,36.91%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-04-02 00:00:00,call,AAPL150402C00105000,27.7,23.85,24.05,0.0,0.00%,15,36,39.40%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-04-02 00:00:00,put,AAPL150402P00105000,0.17,0.14,0.17,0.02,+22.22%,56,773,34.96%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-04-17 00:00:00,call,AAPL150417C00105000,24.09,23.95,24.15,-0.85,-3.11%,556,24487,35.21%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-04-17 00:00:00,put,AAPL150417P00105000,0.25,0.24,0.25,0.02,+11.76%,592,21227,31.64%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-05-15 00:00:00,call,AAPL150515C00105000,24.6,24.35,24.65,-1.95,-6.89%,182,2802,34.42%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-05-15 00:00:00,put,AAPL150515P00105000,0.74,0.73,0.74,0.0,0.00%,352,7910,32.52%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-07-17 00:00:00,call,AAPL150717C00105000,24.63,24.8,25.2,-1.31,-4.67%,196,11044,29.55%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-07-17 00:00:00,put,AAPL150717P00105000,1.56,1.5,1.56,0.13,+11.71%,156,14175,30.14%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-10-16 00:00:00,call,AAPL151016C00105000,26.3,26.0,26.45,-1.57,-5.32%,58,2633,28.60%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2015-10-16 00:00:00,put,AAPL151016P00105000,3.0,2.95,3.05,0.15,+6.12%,1191,6573,29.94%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2016-01-15 00:00:00,call,AAPL160115C00105000,27.5,27.15,27.6,-1.2,-3.96%,171,22234,28.00%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
105.0,2016-01-15 00:00:00,put,AAPL160115P00105000,4.54,4.5,4.6,0.35,+9.21%,260,14504,30.24%,AAPL,False,AAPL,128.79,2015-02-25 16:00:00
